DateTime;AirTemperature;ComfortTemperature;RelativeHumidity;WindSpeed;WindDirection;WWCode;EffectiveCloudCover;Generation
5.01.2019 10:00;0,7;-3,5;74,6;4,1;40;70;6;26,5220656
5.01.2019 11:00;1,1;-3,2;73,6;4,6;40;70;6;34,5369471
5.01.2019 12:00;1,9;-2,2;82,3;4,6;50;70;7;38,0748728
5.01.2019 13:00;1,9;-2,2;82,3;4,6;50;70;6;34,6306582
5.01.2019 14:00;1,9;-1,9;81,1;4,1;40;70;6;26,8983494
5.01.2019 15:00;0,4;-3,5;93;3,6;30;71;7;13,599073
5.01.2019 16:00;0,2;-4,1;95;4,1;40;71;6;3,6611623
5.01.2019 17:00;-0,1;-4,1;95;3,6;40;71;6;0,1189543
5.01.2019 18:00;-0,2;-3,8;98,6;3,1;50;71;7,6;0
5.01.2019 19:00;0;0;99,3;1;70;70;6,5;0
5.01.2019 20:00;-0,2;-0,2;99,3;1,5;50;22;4,5;0,000008
5.01.2019 21:00;-0,6;-0,6;99,3;0,5;30;3;6,6;0
5.01.2019 22:00;-0,1;-0,1;100;0,5;200;10;5,5;0
5.01.2019 23:00;0,2;0,2;100;1;170;45;5,5;0,000008
6.01.2019 00:00;0,1;0,1;99,7;0,7;140;48;5,5;0
6.01.2019 01:00;0;0;99,3;0,5;70;45;5,5;0
6.01.2019 02:00;-0,2;-0,2;99,3;0,5;180;45;4;0,000008
6.01.2019 03:00;-1,7;-1,7;99,3;1,5;50;48;4;0
6.01.2019 04:00;-3,2;-8,3;99,3;4,1;50;10;4;0,000008
6.01.2019 05:00;-3,8;-7,7;99,3;2,6;50;10;4;0
6.01.2019 06:00;-2,9;-6,6;99,3;2,6;60;10;6,6;0
6.01.2019 07:00;-2,4;-6;99,3;2,6;40;10;6;0,06458
6.01.2019 08:00;-2;-6,8;98,5;4,1;50;10;6;0,3370078
6.01.2019 09:00;-2;-5,5;97,1;2,6;50;70;7,6;1,1120924
6.01.2019 10:00;-1,3;-6,3;97,1;4,6;40;70;6,5;2,2241353
6.01.2019 11:00;-1,2;-4,6;98,5;2,6;40;70;6,5;4,7880161
6.01.2019 12:00;-0,9;-4,7;99,3;3,1;40;71;7,6;6,7696177
6.01.2019 13:00;-0,6;-5,4;99,3;4,6;40;73;6,5;7,4840074
6.01.2019 14:00;-0,2;-4,2;99,3;3,6;40;73;6,5;7,0542759
6.01.2019 15:00;-0,3;-3,9;99,3;3,1;30;73;7,6;4,2400308
6.01.2019 16:00;-0,3;-2,9;99,3;2,1;20;73;6,5;1,3691775
6.01.2019 17:00;-0,7;-0,7;98,6;0,5;360;73;6,5;0,0526719
6.01.2019 18:00;-1,1;-1,1;94,3;1,5;260;73;7,6;0,000008
6.01.2019 19:00;-0,9;-0,9;88,2;1,5;250;71;6,5;0
6.01.2019 20:00;-1,1;-1,1;85;1,5;260;71;6,5;0
6.01.2019 21:00;-1,2;-1,2;84,4;1,5;240;71;7,6;0,000008
6.01.2019 22:00;-1,3;-1,3;82,5;1;260;22;6,5;0
6.01.2019 23:00;-1,9;-1,9;84,9;1,5;190;;5;0
7.01.2019 00:00;-2,3;-2,3;87,5;1;200;1;5,2;0,000008
7.01.2019 01:00;-3,3;-3,3;86,1;1,5;180;;4;0
7.01.2019 02:00;-3,4;-3,4;85,4;1;200;;4;0,000008
7.01.2019 03:00;-3,9;-3,9;85,3;1;190;2;3,5;0
7.01.2019 04:00;-3,9;-3,9;83,4;1;220;;4;0
7.01.2019 05:00;-3,6;-3,6;82,2;1;240;;4;0,000008
7.01.2019 06:00;-4,1;-4,1;83,4;1;210;;5,7;0
7.01.2019 07:00;-4,3;-4,3;83,4;0,5;180;71;3;0,2875193
7.01.2019 08:00;-4,5;-4,5;85,3;0,5;230;71;5,5;2,7854915
7.01.2019 09:00;-4,4;-4,4;84;1;160;22;6,2;11,3051673
7.01.2019 10:00;-3,9;-3,9;81,5;0,5;170;10;4,5;26,5913038
7.01.2019 11:00;-1,9;-1,9;74,7;1;150;;4,5;44,1922563
7.01.2019 12:00;-2,6;-2,6;74,6;1,5;230;;5,7;64,594109
7.01.2019 13:00;-1,9;-1,9;72,4;1;190;10;6;71,2156173
7.01.2019 14:00;-1,3;-1,3;72,6;1;180;10;6;65,3381376
7.01.2019 15:00;-1,3;-1,3;68,3;1;240;10;6;42,6424252
7.01.2019 16:00;-1,1;-1,1;70,4;1;220;;5,5;15,6070307
7.01.2019 17:00;-2,2;-6,2;84,2;3,1;50;70;5,5;1,0239459
7.01.2019 18:00;-2,9;-6,6;86,1;2,6;50;22;7,1;0
7.01.2019 19:00;-3,3;-7,1;87,4;2,6;50;;5,5;0,000008
7.01.2019 20:00;-3,5;-7,3;88;2,6;70;10;5,5;0
7.01.2019 21:00;-3,7;-7,5;90;2,6;70;70;7,6;0
7.01.2019 22:00;-3,6;-7,4;92,1;2,6;60;71;6,5;0,000008
7.01.2019 23:00;-4,1;-8;92;2,6;50;22;6,5;0
8.01.2019 00:00;-4;-7,9;89,3;2,6;60;1;7,3;0
8.01.2019 01:00;-4,1;-8,5;90;3,1;50;71;6;0,000008
8.01.2019 02:00;-4,2;-8,1;89,3;2,6;60;71;6;0
8.01.2019 03:00;-4,1;-8;92;2,6;40;2;7,3;0,000008
8.01.2019 04:00;-4,1;-8,5;92;3,1;50;70;6,5;0
8.01.2019 05:00;-4;-7,3;92,1;2,1;60;70;6,5;0
8.01.2019 06:00;-4,2;-7,5;90;2,1;50;70;7,6;0
8.01.2019 07:00;-3,9;-3,9;87,3;1;70;22;6,5;0,0992239
8.01.2019 08:00;-4,3;-8,3;87,9;2,6;60;73;6,5;1,0356856
8.01.2019 09:00;-4;-7,9;82,1;2,6;40;2;7,6;4,4049616
8.01.2019 10:00;-3,6;-7,4;79,1;2,6;40;;6,5;9,5453901
8.01.2019 11:00;-3,1;-7,8;73,3;3,6;30;;6,5;18,2795409
8.01.2019 12:00;-2,4;-6,5;67,5;3,1;20;2;7,6;30,0926382
8.01.2019 13:00;-1,2;-4;61,3;2,1;20;;6,5;34,6551037
8.01.2019 14:00;-0,9;-3,6;59,5;2,1;40;;6,5;30,7275152
8.01.2019 15:00;-0,8;-4,1;62,4;2,6;40;2;7,6;18,9674106
8.01.2019 16:00;-1,2;-4,6;60,4;2,6;20;;6,5;7,2083202
8.01.2019 17:00;-1,7;-6,1;59,3;3,6;360;;6,5;0,5033503
8.01.2019 18:00;-2,4;-5,4;64,4;2,1;80;;7,6;0
8.01.2019 19:00;-2,7;-2,7;65,4;1;80;;6,5;0,000008
8.01.2019 20:00;-2,7;-2,7;64,4;1,5;80;;5,5;0
8.01.2019 21:00;-2,7;-2,7;63,4;0,5;80;;7,6;0
8.01.2019 22:00;-2,5;-7;64,4;3,6;20;;6;0,000008
8.01.2019 23:00;-2,7;-2,7;63,4;1;320;;6;0
9.01.2019 00:00;-2,9;-2,9;63,3;1;240;;7,5;0
9.01.2019 01:00;-3,3;-3,3;61,3;1;280;;4,5;0,000008
9.01.2019 02:00;-3,9;-3,9;63,6;1;230;;2;0
9.01.2019 03:00;-5,7;-5,7;74,6;1,5;210;;0;0
9.01.2019 04:00;-6,4;-6,4;77,4;1;210;;0;0
9.01.2019 05:00;-6,7;-6,7;77,4;1;200;;0;0
9.01.2019 06:00;-7,6;-7,6;82,3;1;170;;0;0,000008
9.01.2019 07:00;-7,6;-7,6;82,3;1;200;;0;1,1047168
9.01.2019 08:00;-7,5;-7,5;81;1;200;;0;13,1538934
9.01.2019 09:00;-7,3;-7,3;80,4;1;200;0;0;48,1429236
9.01.2019 10:00;-6,9;-11,3;74,3;2,6;220;;1;89,1327404
9.01.2019 11:00;-6,1;-10,4;72,2;2,6;220;;1;121,6783463
9.01.2019 12:00;-4,9;-8,3;67,5;2,1;200;;0,9;141,7694398
9.01.2019 13:00;-4,1;-7,4;63,5;2,1;240;;1;149,4242286
9.01.2019 14:00;-3,7;-8;64,6;3,1;250;;1;129,0410169
9.01.2019 15:00;-3,6;-7,4;59,3;2,6;220;;0;82,2847966
9.01.2019 16:00;-3;-6,7;55,4;2,6;230;;0;29,9604726
9.01.2019 17:00;-4,3;-7,6;55;2,1;190;;3;3,1530463
9.01.2019 18:00;-4,7;-8,1;58,5;2,1;200;;0,5;0,000008
9.01.2019 19:00;-5,3;-8,8;63,2;2,1;240;;0;0
9.01.2019 20:00;-5,3;-5,3;63,2;1,5;230;;0;0
9.01.2019 21:00;-6,9;-6,9;72,6;1;40;;0;0,000008
9.01.2019 22:00;-8,3;-12,3;75,3;2,1;60;;0;0
9.01.2019 23:00;-9;-14,4;76,4;3,1;60;;0;0
10.01.2019 00:00;-9,6;-13,8;77,5;2,1;60;10;0;0,000008
10.01.2019 01:00;-9,7;-14,7;78,1;2,6;50;;0;0
10.01.2019 02:00;-9,9;-15,5;78,1;3,1;50;;0;0
10.01.2019 03:00;-9,8;-15,9;76,2;3,6;60;10;0;0,000008
10.01.2019 04:00;-10,1;-16,3;76,2;3,6;60;;0;0
10.01.2019 05:00;-10,2;-15,8;78,7;3,1;60;10;0;0,000008
10.01.2019 06:00;-9,5;-15;77,5;3,1;40;10;3,6;0,00345
10.01.2019 07:00;-8,7;-14;77,7;3,1;60;10;4,5;2,8460986
10.01.2019 08:00;-8,6;-14,9;78,3;4,1;60;;4,5;17,8437397
10.01.2019 09:00;-8,1;-14,7;78,4;4,6;50;10;3,6;46,0270243
10.01.2019 10:00;-6;-10,3;71,6;2,6;40;;4,5;74,714629
10.01.2019 11:00;-4,9;-9,5;69,6;3,1;50;;4,5;97,7685812
10.01.2019 12:00;-3,1;-8,2;65,3;4,1;50;;4,4;118,44347
10.01.2019 13:00;-3,1;-8,5;67,4;4,6;60;;4;121,2658075
10.01.2019 14:00;-1,5;-5,4;63,2;3,1;40;;4;103,0581742
10.01.2019 15:00;0,2;-3,7;60,3;3,6;50;;5,7;69,0636313
10.01.2019 16:00;-0,5;-5;63,4;4,1;30;;4,5;23,8014335
10.01.2019 17:00;-1,4;-6,4;66,7;4,6;40;;4,5;1,9925396
10.01.2019 18:00;-1,7;-4,6;70,3;2,1;40;;5,7;0,000008
10.01.2019 19:00;-1,1;-5,3;72,6;3,6;40;;4,5;0
10.01.2019 20:00;-1,7;-1,7;76,4;1;30;;3;0
10.01.2019 21:00;-2;-5,5;77,6;2,6;40;;3,5;0,000008
10.01.2019 22:00;-2,3;-6,8;78,1;3,6;50;;3;0
10.01.2019 23:00;-3;-8,1;78,6;4,1;50;;4;0
11.01.2019 00:00;-3,1;-7,8;79,2;3,6;50;;3,5;0,000008
11.01.2019 01:00;-3,1;-7,3;78,6;3,1;40;;3;0
11.01.2019 02:00;-3;-7,2;79,2;3,1;40;;4;0,000008
11.01.2019 03:00;-2,7;-6,8;79,2;3,1;40;10;2,6;0
11.01.2019 04:00;-2,9;-7,5;80,4;3,6;50;;3;0
11.01.2019 05:00;-2,6;-7,6;80,5;4,1;50;;3;0,000008
11.01.2019 06:00;-2;-2;81,2;1,5;40;10;2,6;0,005175
11.01.2019 07:00;-2;-6;81,2;3,1;40;;3;4,1611244
11.01.2019 08:00;-1,6;-1,6;83,1;1,5;20;;4;26,7530177
11.01.2019 09:00;-0,2;-3,4;80,2;2,6;40;10;5,7;61,3398317
11.01.2019 10:00;0,7;0,6;78,6;1,5;30;10;5,5;92,2074083
11.01.2019 11:00;1,7;-0,6;75,3;2,1;40;;4,5;117,620964
11.01.2019 12:00;4,8;2,6;70,6;2,6;180;10;6,6;132,5728523
11.01.2019 13:00;5,5;3,7;68,2;2,1;180;;5,5;125,8861276
11.01.2019 14:00;6,1;5,7;65;1;200;;5,5;100,8037227
11.01.2019 15:00;6,6;6,1;63,2;1,5;200;;6,6;61,1037269
11.01.2019 16:00;6,8;5,2;62,8;2,1;220;;4,5;21,75493
11.01.2019 17:00;6,6;6,1;63,2;1,5;230;;4,5;1,7423689
11.01.2019 18:00;6;5,6;65,9;1,5;210;;6,3;0
11.01.2019 19:00;5,6;5,2;68,2;1;270;;4,5;0
11.01.2019 20:00;5,5;5,1;68,2;1,5;250;;4,5;0,000008
11.01.2019 21:00;5,6;5,2;65,3;1;230;60;7,1;0
11.01.2019 22:00;5,4;5;65,3;1;260;;5,5;0,000008
11.01.2019 23:00;5,5;5,1;65,3;1;220;;5,5;0
12.01.2019 00:00;5,1;4,7;68,6;1;210;10;7,1;0
12.01.2019 01:00;4,9;4,5;69,6;0,5;200;;5,5;0
12.01.2019 02:00;3,8;3,6;80,8;1;10;61;5,5;0
12.01.2019 03:00;3,4;3,2;85,5;0,5;250;61;7,1;0
12.01.2019 04:00;3,1;1,1;88,6;2,1;190;60;5,5;0,000008
12.01.2019 05:00;2,8;2,6;92,5;0,5;20;61;6,5;0
12.01.2019 06:00;2,3;2,2;95,8;0,5;40;61;7,6;0,001733
12.01.2019 07:00;1,7;1,6;97,9;1;40;21;5,5;2,4028431
12.01.2019 08:00;1,6;1,5;98,6;1;40;10;5,5;16,9250556
12.01.2019 09:00;1,6;1,5;98,6;1;40;2;6,6;44,041753
12.01.2019 10:00;3,4;3,3;100;1;50;10;5,5;85,1104269
12.01.2019 11:00;4,4;4,3;98,6;1,5;50;;5,5;103,0660868
12.01.2019 12:00;5,6;5,4;88,8;1,5;50;10;6,6;106,504553
12.01.2019 13:00;5,7;5,4;82,8;1,5;60;;5,5;94,740521
12.01.2019 14:00;5,3;5;82,7;1,5;40;;5,5;72,3600539
12.01.2019 15:00;6,5;6,2;76,7;1;50;10;6,6;41,9097743
12.01.2019 16:00;6,4;4,9;76,1;2,1;70;;5,5;17,4478933
12.01.2019 17:00;5,5;5,2;77,6;1,5;60;;5,5;1,1373453
12.01.2019 18:00;3,8;3,6;84,3;1,5;50;;6,6;0
12.01.2019 19:00;2,8;0,7;88,6;2,1;50;;5,5;0
12.01.2019 20:00;2,3;0,1;89,8;2,1;50;;5,5;0
12.01.2019 21:00;2,2;-0,5;89,8;2,6;60;10;6,6;0
12.01.2019 22:00;2,5;2,3;89,8;1,5;50;68;5,5;0
12.01.2019 23:00;2,5;2,4;94,5;1;30;68;6;0
13.01.2019 00:00;2,5;2,4;97,9;0,5;40;22;7,6;0
13.01.2019 01:00;2,5;2,4;98,6;1;50;60;6;0
13.01.2019 02:00;1,9;-0,8;98,6;2,6;60;21;6;0
13.01.2019 03:00;1,9;1,8;99,3;1,5;50;2;7;0
13.01.2019 04:00;1,9;1,8;99,3;1,5;50;60;6,5;0
13.01.2019 05:00;1,6;1,5;100;1;60;61;6,5;0
13.01.2019 06:00;0,6;0,6;100;0,5;50;70;7,7;0
13.01.2019 07:00;0,5;0,5;100;1;50;22;6,5;0,2990271
13.01.2019 08:00;0,8;0,7;100;1;60;10;6,5;2,7038148
13.01.2019 09:00;1;0,9;100;1;50;2;7,7;9,4072299
13.01.2019 10:00;1,3;1,2;99,3;1,5;50;;6,5;19,9180658
13.01.2019 11:00;1,7;1,6;100;1,5;60;;6,5;28,1877903
13.01.2019 12:00;2,7;2,6;100;1,5;60;;7,6;35,2914713
13.01.2019 13:00;2,5;-0,1;100;2,6;50;;6,5;39,4832262
13.01.2019 14:00;2,9;2,8;100;1,5;70;;6,5;32,0733265
13.01.2019 15:00;3,1;1,1;99,3;2,1;70;60;7,6;19,4612277
13.01.2019 16:00;2,9;2,8;100;1,5;70;60;6,5;6,7860406
13.01.2019 17:00;2,7;0,6;100;2,1;70;21;6,5;0,3452281
13.01.2019 18:00;2,3;0,1;99,3;2,1;70;2;7,6;0,000008
13.01.2019 19:00;2,4;2,3;100;1,5;60;10;5;0
13.01.2019 20:00;2,3;2,2;99,3;1,5;70;;5,5;0
13.01.2019 21:00;2,4;2,3;100;1;60;3;7;0,000008
13.01.2019 22:00;2,4;2,3;100;1;40;10;6;0
13.01.2019 23:00;2,3;2,2;99,3;0,5;40;10;6;0
14.01.2019 00:00;2,4;2,3;100;0,5;40;10;7;0,000008
14.01.2019 01:00;2,6;2,5;99,3;0;0;10;6;0
14.01.2019 02:00;2,8;2,7;99,3;0;0;10;6;0
14.01.2019 03:00;3;2,9;100;0,5;200;10;7;0,000008
14.01.2019 04:00;3,1;3;98,6;1;250;10;6;0
14.01.2019 05:00;2,9;2,7;94,5;1;210;60;6;0,000008
14.01.2019 06:00;2,7;2,6;96,5;0,5;210;21;7;0
14.01.2019 07:00;2,7;2,6;96,5;0,5;160;10;6;1,1759008
14.01.2019 08:00;3;2,8;92,5;0,5;190;10;6,5;10,4468468
14.01.2019 09:00;3,2;3;89,3;1;210;10;7,6;29,5375695
14.01.2019 10:00;2,9;2,7;92,5;1,5;170;10;5,5;60,4427225
14.01.2019 11:00;4,1;3,9;91,2;1;190;;5;70,5902616
14.01.2019 12:00;5,4;3,7;71,7;2,1;220;1;6,2;62,0079916
14.01.2019 13:00;4,7;4,4;79,8;1,5;210;61;5;61,6157173
14.01.2019 14:00;4,9;4,7;84,5;1;200;60;5,5;50,8567446
14.01.2019 15:00;5,5;5,2;79,9;0,5;240;21;7,1;34,2029443
14.01.2019 16:00;5,4;3,7;79,9;2,1;240;60;5,5;14,0245143
14.01.2019 17:00;5,1;2,7;74,8;3,1;230;61;5,5;1,3415206
14.01.2019 18:00;4,8;4,5;75,9;1;200;21;7,1;0
14.01.2019 19:00;4,9;4,6;78,1;1,5;220;;4;0
14.01.2019 20:00;4,5;4,2;82,6;1;180;80;5;0,000008
14.01.2019 21:00;4;3,8;84,4;0,5;310;1;4,6;0
14.01.2019 22:00;3,2;3;88,6;0;0;;4,5;0
14.01.2019 23:00;3,8;3,6;89,3;0;0;60;5,5;0,000008
15.01.2019 00:00;3,8;3,6;93,2;1;30;60;5,8;0
15.01.2019 01:00;3,5;3,3;95,9;1;360;60;5,5;0,000008
15.01.2019 02:00;3,8;3,6;91,2;0,5;290;60;5,5;0
15.01.2019 03:00;2,9;2,7;91,8;1;40;21;7;0
15.01.2019 04:00;2,7;2,6;94,5;1,5;10;10;5,5;0,000008
15.01.2019 05:00;2,8;2,6;92,5;1;10;10;4;0,0000353
15.01.2019 06:00;4;2,1;83,8;2,1;170;60;6,6;0
15.01.2019 07:00;4,1;3,8;79,7;0,5;200;21;3;1,1814591
15.01.2019 08:00;4;3,8;82;0;0;;4,5;9,4149132
15.01.2019 09:00;4,5;4,2;75,8;1;200;2;5,7;26,714112
15.01.2019 10:00;4,4;4,1;80,9;1;40;;5,5;38,3572414
15.01.2019 11:00;4,4;4,2;83,8;1,5;60;80;5,5;35,0885932
15.01.2019 12:00;4,6;4,4;87,5;1,5;50;80;6,6;24,3785324
15.01.2019 13:00;4,1;1,8;87,4;2,6;160;60;6;20,1949243
15.01.2019 14:00;4;1,4;93,2;3,1;40;21;6;17,3655918
15.01.2019 15:00;5;3,3;85,7;2,1;90;2;7,3;7,592883
15.01.2019 16:00;6,3;3,5;78,9;4,6;170;60;6;2,7466691
15.01.2019 17:00;5;1,9;89,4;4,6;170;60;6;0,289635
15.01.2019 18:00;6,2;2,6;81,7;7,2;160;60;7,3;0
15.01.2019 19:00;4,8;1,6;89,4;4,6;170;61;6;0,0000268
15.01.2019 20:00;5,1;2,5;88,8;3,6;170;61;6;0
15.01.2019 21:00;5,9;2,6;78,8;5,7;180;21;6,3;0
15.01.2019 22:00;6,2;3,5;76,1;4,1;160;;4,5;0,000008
15.01.2019 23:00;4,2;0,3;82;5,7;200;61;4,5;0
16.01.2019 00:00;2,1;-1,3;86;3,6;210;21;6,3;0,001549
16.01.2019 01:00;-0,2;-4,2;96,4;3,6;250;70;6,5;0,01004
16.01.2019 02:00;-0,7;-4,8;94,3;3,6;270;71;6,5;0
